timestamp,Open,High,Low,Close,AdjClose,Volume
2015-01-02,53.759998,55.110001,52.029999,52.689999,52.689999,268708.0
2015-01-05,52.610001,52.73,49.68,50.040001,50.040001,375782.0
2015-01-06,50.0,50.369999,47.549999,47.93,47.93,451642.0
2015-01-07,48.0,49.310001,46.830002,48.650002,48.650002,460083.0
2015-01-08,48.779999,49.650002,47.73,48.790001,48.790001,362081.0
2015-01-09,48.919998,49.610001,47.16,48.360001,48.360001,421007.0
2015-01-12,48.189999,48.189999,45.619999,46.07,46.07,394946.0
2015-01-13,45.689999,46.790001,44.200001,45.889999,45.889999,476541.0
2015-01-14,46.16,48.91,45.009998,48.48,48.48,510252.0
2015-01-15,48.599998,51.27,46.07,46.25,46.25,478340.0
2015-01-16,46.349998,48.869999,45.950001,48.689999,48.689999,175626.0
2015-01-20,48.689999,48.77,45.889999,46.389999,46.389999,438892.0
2015-01-21,46.689999,48.200001,46.549999,47.779999,47.779999,340252.0
2015-01-22,47.349998,49.09,45.869999,46.310001,46.310001,426829.0
2015-01-23,46.630001,47.759998,45.209999,45.59,45.59,374289.0
2015-01-26,45.200001,46.41,44.349998,45.150002,45.150002,310638.0
2015-01-27,45.130001,46.549999,44.810001,46.23,46.23,313141.0
2015-01-28,45.830002,45.830002,44.080002,44.450001,44.450001,365440.0
2015-01-29,44.43,44.959999,43.580002,44.529999,44.529999,300732.0
2015-01-30,44.630001,48.349998,44.310001,48.240002,48.240002,454142.0
2015-02-02,47.59,50.560001,46.669998,49.57,49.57,511409.0
2015-02-03,49.790001,54.240002,49.689999,53.049999,53.049999,644919.0
2015-02-04,51.669998,52.560001,47.950001,48.450001,48.450001,577515.0
2015-02-05,48.669998,52.099998,47.360001,50.48,50.48,596851.0
2015-02-06,50.860001,53.16,50.720001,51.689999,51.689999,584976.0
2015-02-09,52.009998,53.990002,51.650002,52.860001,52.860001,536364.0
2015-02-10,52.43,52.650002,49.860001,50.02,50.02,501701.0
2015-02-11,50.98,51.139999,48.049999,48.84,48.84,519272.0
2015-02-12,49.419998,51.599998,49.139999,51.209999,51.209999,563662.0
2015-02-13,51.349998,53.43,51.029999,52.779999,52.779999,437072.0
2015-02-17,52.75,54.150002,50.810001,53.529999,53.529999,518799.0
2015-02-18,53.240002,53.41,50.32,52.139999,52.139999,257476.0
2015-02-19,50.549999,52.139999,49.150002,51.16,51.16,125210.0
2015-02-20,51.240002,51.849998,49.91,50.34,50.34,366125.0
2015-02-23,50.75,50.990002,48.669998,49.450001,49.450001,475383.0
2015-02-24,49.419998,50.330002,48.68,49.279999,49.279999,293101.0
2015-02-25,49.16,51.279999,48.43,50.990002,50.990002,429524.0
2015-02-26,51.0,51.220001,47.799999,48.169998,48.169998,459584.0
2015-02-27,48.970001,49.939999,48.459999,49.759998,49.759998,399494.0
2015-03-02,49.450001,51.040001,48.709999,49.59,49.59,427177.0
2015-03-03,49.799999,50.830002,49.450001,50.52,50.52,370597.0
2015-03-04,50.610001,51.990002,49.599998,51.529999,51.529999,463989.0
2015-03-05,51.619999,52.400002,50.610001,50.759998,50.759998,370953.0
2015-03-06,50.889999,51.220001,48.880001,49.610001,49.610001,406840.0
2015-03-09,49.599998,50.790001,49.25,50.0,50.0,409877.0
2015-03-10,50.080002,50.360001,48.200001,48.290001,48.290001,395761.0
2015-03-11,48.77,49.049999,47.330002,48.169998,48.169998,404590.0
2015-03-12,48.439999,48.759998,46.860001,47.049999,47.049999,358381.0
2015-03-13,46.93,47.279999,44.75,44.84,44.84,395722.0
2015-03-16,44.810001,45.0,42.849998,43.880001,43.880001,367600.0
2015-03-17,43.84,44.200001,42.41,43.459999,43.459999,346310.0
2015-03-18,42.509998,45.34,42.029999,44.66,44.66,220638.0
2015-03-19,44.599998,44.709999,42.75,43.959999,43.959999,106907.0
2015-03-20,43.990002,46.529999,43.310001,45.720001,45.720001,379180.0
2015-03-23,46.41,47.610001,45.330002,47.450001,47.450001,292417.0
2015-03-24,47.459999,48.560001,46.669998,47.509998,47.509998,309553.0
2015-03-25,47.720001,49.459999,47.0,49.209999,49.209999,398795.0
2015-03-26,49.02,52.48,48.73,51.43,51.43,515277.0
2015-03-27,51.009998,51.380001,48.209999,48.869999,48.869999,384092.0
2015-03-30,48.57,49.16,47.610001,48.68,48.68,355866.0
2015-03-31,48.73,48.73,47.279999,47.599998,47.599998,365748.0
2015-04-01,47.549999,50.450001,47.049999,50.09,50.09,451104.0
2015-04-02,49.59,50.27,48.110001,49.139999,49.139999,453394.0
2015-04-06,49.470001,52.240002,49.470001,52.139999,52.139999,325282.0
2015-04-07,51.950001,54.130001,51.169998,53.98,53.98,548870.0
2015-04-08,53.18,53.23,50.369999,50.419998,50.419998,552627.0
2015-04-09,51.0,52.07,50.509998,50.790001,50.790001,449531.0
2015-04-10,50.73,51.93,50.080002,51.639999,51.639999,395135.0
2015-04-13,51.810001,53.099998,51.470001,51.91,51.91,375534.0
2015-04-14,52.049999,53.790001,51.830002,53.290001,53.290001,431026.0
2015-04-15,53.549999,56.689999,53.389999,56.389999,56.389999,508904.0
2015-04-16,55.919998,57.419998,55.07,56.709999,56.709999,413134.0
2015-04-17,56.560001,56.880001,55.310001,55.740002,55.740002,230623.0
2015-04-20,56.16,57.169998,54.849998,56.380001,56.380001,112382.0
2015-04-21,56.41,56.91,55.009998,55.259998,55.259998,354244.0
2015-04-22,56.34,57.189999,55.73,56.16,56.16,329631.0
2015-04-23,56.279999,58.41,55.759998,57.740002,57.740002,415569.0
2015-04-24,57.529999,57.950001,56.5,57.150002,57.150002,328322.0
2015-04-27,57.299999,57.889999,56.52,56.990002,56.990002,250558.0
2015-04-28,56.650002,57.830002,56.07,57.060001,57.060001,281864.0
2015-04-29,56.93,59.330002,56.540001,58.580002,58.580002,411097.0
2015-04-30,58.549999,59.849998,58.380001,59.630001,59.630001,340322.0
2015-05-01,59.790001,59.900002,58.32,59.150002,59.150002,244753.0
2015-05-04,59.299999,59.73,58.450001,58.93,58.93,215046.0
2015-05-05,58.950001,61.099998,58.630001,60.400002,60.400002,389743.0
2015-05-06,60.720001,62.580002,60.540001,60.93,60.93,423583.0
2015-05-07,60.689999,61.310001,58.490002,58.939999,58.939999,437022.0
2015-05-08,59.02,59.900002,58.139999,59.389999,59.389999,434575.0
2015-05-11,59.43,59.849998,58.75,59.25,59.25,332694.0
2015-05-12,59.27,61.360001,59.119999,60.75,60.75,397345.0
2015-05-13,61.23,61.849998,60.02,60.5,60.5,426835.0
2015-05-14,60.099998,60.84,59.360001,59.880001,59.880001,361432.0
2015-05-15,59.669998,59.970001,58.419998,59.689999,59.689999,222089.0
2015-05-18,59.849998,60.880001,59.060001,59.43,59.43,144389.0
2015-05-19,59.540001,59.630001,57.09,57.259998,57.259998,336779.0
2015-05-20,58.32,59.040001,58.099998,58.98,58.98,287129.0
2015-05-21,58.810001,60.939999,58.689999,60.720001,60.720001,329765.0
2015-05-22,60.66,60.799999,59.349998,59.720001,59.720001,230307.0
2015-05-26,60.049999,60.25,57.709999,58.029999,58.029999,330128.0
2015-05-27,58.32,58.950001,57.360001,57.509998,57.509998,314917.0
2015-05-28,57.630001,58.07,56.509998,57.68,57.68,340682.0
2015-05-29,57.970001,60.700001,57.720001,60.299999,60.299999,452222.0
2015-06-01,60.290001,60.639999,59.330002,60.200001,60.200001,292189.0
2015-06-02,60.18,61.580002,60.09,61.259998,61.259998,344508.0
2015-06-03,61.02,61.43,59.34,59.639999,59.639999,371298.0
2015-06-04,59.57,59.939999,57.830002,58.0,58.0,363345.0
2015-06-05,57.990002,59.23,56.830002,59.130001,59.130001,461016.0
2015-06-08,58.959999,59.130001,57.860001,58.139999,58.139999,339845.0
2015-06-09,58.310001,60.68,58.23,60.139999,60.139999,405486.0
2015-06-10,60.580002,61.82,60.450001,61.43,61.43,459765.0
2015-06-11,61.139999,61.529999,60.209999,60.77,60.77,352421.0
2015-06-12,60.549999,60.630001,59.73,59.959999,59.959999,246898.0
2015-06-15,59.900002,59.98,58.73,59.52,59.52,275187.0
2015-06-16,59.599998,60.369999,59.419998,59.970001,59.970001,233935.0
2015-06-17,60.029999,61.380001,58.849998,59.919998,59.919998,396155.0
2015-06-18,59.779999,60.889999,59.25,60.450001,60.450001,181875.0
2015-06-19,60.5,60.560001,58.880001,59.610001,59.610001,116656.0
2015-06-22,59.439999,60.299999,58.93,59.68,59.68,255306.0
2015-06-23,60.209999,61.490002,59.549999,61.009998,61.009998,336224.0
2015-06-24,61.139999,61.57,59.799999,60.27,60.27,312985.0
2015-06-25,60.220001,60.459999,59.43,59.700001,59.700001,222341.0
2015-06-26,59.66,59.959999,58.759998,59.630001,59.630001,231957.0
2015-06-29,58.84,59.27,58.040001,58.330002,58.330002,286035.0
2015-06-30,58.27,59.689999,57.939999,59.470001,59.470001,282475.0
2015-07-01,58.98,58.98,56.68,56.959999,56.959999,373405.0
2015-07-02,56.869999,57.950001,56.5,56.93,56.93,297050.0
2015-07-06,54.900002,55.34,52.41,52.529999,52.529999,540608.0
2015-07-07,52.75,53.43,50.580002,52.330002,52.330002,527267.0
2015-07-08,52.91,52.959999,50.91,51.650002,51.650002,434752.0
2015-07-09,51.830002,53.540001,51.48,52.779999,52.779999,382334.0
2015-07-10,52.48,53.889999,51.959999,52.740002,52.740002,349075.0
2015-07-13,52.150002,53.169998,51.259998,52.200001,52.200001,359477.0
2015-07-14,52.0,53.43,50.880001,53.040001,53.040001,422756.0
2015-07-15,53.400002,53.5,51.209999,51.41,51.41,334563.0
2015-07-16,51.619999,52.169998,50.84,50.91,50.91,319167.0
2015-07-17,50.91,51.23,50.139999,50.889999,50.889999,203485.0
2015-07-20,50.759998,51.259998,49.849998,50.150002,50.150002,102597.0
2015-07-21,49.950001,51.02,49.77,50.360001,50.360001,254321.0
2015-07-22,50.709999,50.709999,49.040001,49.189999,49.189999,347986.0
2015-07-23,49.23,49.630001,48.209999,48.450001,48.450001,316060.0
2015-07-24,48.790001,49.029999,47.720001,48.139999,48.139999,278233.0
2015-07-27,48.0,48.200001,46.91,47.389999,47.389999,273614.0
2015-07-28,47.02,48.439999,46.68,47.98,47.98,338107.0
2015-07-29,47.810001,49.52,47.389999,48.790001,48.790001,366893.0
2015-07-30,48.830002,49.360001,48.34,48.52,48.52,247662.0
2015-07-31,48.470001,48.619999,46.700001,47.119999,47.119999,334474.0
2015-08-03,46.860001,46.939999,45.080002,45.169998,45.169998,371085.0
2015-08-04,45.349998,46.23,45.290001,45.740002,45.740002,285786.0
2015-08-05,45.959999,46.700001,44.830002,45.150002,45.150002,367326.0
2015-08-06,45.16,45.27,44.200001,44.66,44.66,360977.0
2015-08-07,44.82,45.16,43.700001,43.869999,43.869999,400070.0
2015-08-10,43.580002,45.009998,43.349998,44.959999,44.959999,491433.0
2015-08-11,44.810001,45.34,42.689999,43.080002,43.080002,538005.0
2015-08-12,43.27,43.869999,42.799999,43.299999,43.299999,492271.0
2015-08-13,43.34,43.720001,41.91,42.23,42.23,420146.0
2015-08-14,42.23,42.959999,41.349998,42.5,42.5,317211.0
2015-08-17,42.18,42.689999,41.639999,41.869999,41.869999,314275.0
2015-08-18,41.880001,42.900002,41.43,42.619999,42.619999,200185.0
2015-08-19,42.41,42.68,40.400002,40.799999,40.799999,107578.0
2015-08-20,40.580002,41.48,40.209999,41.139999,41.139999,380433.0
