date,open,close,returns
2019-04-24,0.006043067597900492,0.04000855339806139,5.620570223632999
2019-04-25,0.010047923052990007,0.00895647566753951,-0.10862417831968864
2019-04-26,0.005956543811631821,0.005298437720272404,-0.11048455483098779
2019-04-27,0.005293541077974467,0.005122319501583109,-0.03234537597219781
2019-04-28,0.0051193588219403926,0.004320334685513601,-0.15607894742645467
2019-04-29,0.004317063791141807,0.0033954422251332808,-0.21348342544754692
2019-04-30,0.0033988765415827638,0.004412356620685489,0.2981809038085201
2019-05-01,0.004412356620685489,0.004412356620685489,0.0
2019-05-02,0.004266427699689,0.004103708431310627,-0.03813946463694539
2019-05-03,0.004109415224357974,0.004174276574043834,0.015783595997163773
2019-05-04,0.004187597267767355,0.003926461998929025,-0.06235921272762605
2019-05-05,0.0039284945846398255,0.0037073734069578345,-0.05628649166185982
2019-05-06,0.0036584165453786796,0.0037364402092639535,0.02132716789285071
2019-05-07,0.0037548420752866857,0.0032897434409039686,-0.12386636376636596
2019-05-08,0.003311890084502007,0.003322040402566223,0.0030648112724858986
2019-05-09,0.003337201613209575,0.0031294255818439644,-0.0622605570317283
2019-05-10,0.003133640853213965,0.0037502822038002434,0.19678111802564452
2019-05-11,0.003798246557499951,0.004654805049071178,0.22551418887746552
2019-05-12,0.004689575932031681,0.005303951904764924,0.13100885488105854
2019-05-13,0.0053275924713216865,0.008684340624150808,0.6300684917058545
2019-05-14,0.00864649934658923,0.007776474189072626,-0.10062166463469419
2019-05-15,0.007824806027020709,0.009582110271666777,0.224581189434949
2019-05-16,0.0095166697097166,0.01088493338992332,0.14377547208659683
2019-05-17,0.010921454756937527,0.014471646057241461,0.325065788332711
2019-05-18,0.014602131401705123,0.012363338133712553,-0.15331962207456518
2019-05-19,0.012380311698446852,0.02023841718886035,0.6347259812044409
2019-05-20,0.02050575563403695,0.029760282055152455,0.45131360122882613
2019-05-21,0.030749050060849235,0.02963447776802112,-0.03624737319112272
2019-05-22,0.029987806470510345,0.022142863538407793,-0.26160442711330606
2019-05-23,0.022388070531702893,0.027310173381390072,0.21985382093187428
2019-05-24,0.02781954936544942,0.025464480285257215,-0.0846551843545349
2019-05-25,0.025607000348994647,0.024878140979317745,-0.028463285810261557
2019-05-26,0.025098930554227437,0.024480859773591313,-0.024625383113465817
2019-05-27,0.024538194302044146,0.022337918641204817,-0.08966738276483678
2019-05-28,0.022274391024567245,0.023668317377489673,0.06257977384813865
2019-05-29,0.02371466504279784,0.022128974447922948,-0.06686540130392726
2019-05-30,0.02217930934374295,0.019773421353160268,-0.10847443233219572
2019-05-31,0.019757248519377508,0.02209239971922711,0.11819212566766743
2019-06-01,0.022134833799828828,0.021108940181365023,-0.04634747329667042
2019-06-02,0.0211409354070856,0.020125932506205826,-0.048011257843377446
2019-06-03,0.020188829087346663,0.019142447061245575,-0.05182975305669945
2019-06-04,0.018659828411454298,0.021318247371011775,0.1424674922479787
2019-06-05,0.02142465072832389,0.022845195717851995,0.06630423093199418
2019-06-06,0.02291442832636992,0.02370468782526119,0.0344874193514939
2019-06-07,0.023682392493407256,0.02439918124752275,0.030266737379470256
2019-06-08,0.024297381819874203,0.02588692358358143,0.06542028995103702
2019-06-09,0.02608589925824566,0.02544031690613164,-0.02474832650861957
2019-06-10,0.02522269778617931,0.027012614975266473,0.0709645417100442
2019-06-11,0.027098642594702883,0.023919392794929276,-0.11732136724793263
2019-06-12,0.023926797649128494,0.023104953738035627,-0.03434826185871981
2019-06-13,0.023200984015901344,0.02318553055397292,-0.0006660692459351412
2019-06-14,0.02315302671441811,0.020680696743196177,-0.10678214998483711
2019-06-15,0.020695821846859485,0.02193212981453917,0.059737080113457325
2019-06-16,0.02188911004123309,0.022526285302132364,0.029109235583311105
2019-06-17,0.022493517474692,0.021821338676932076,-0.02988322295595643
2019-06-18,0.021776781569441784,0.02242008716730279,0.02954089408527312
2019-06-19,0.02245583007098181,0.02314857017724274,0.030849009102367306
2019-06-20,0.023158602469956196,0.022422497002922558,-0.0317854010400063
2019-06-21,0.02243006000441364,0.021244139360017112,-0.05287193365346198
2019-06-22,0.021107328816065658,0.021789857538074393,0.03233610126399485
2019-06-23,0.02177550363813836,0.020982188038238866,-0.03643156149601307
2019-06-24,0.02087669790080104,0.020695224987817416,-0.008692606170090796
2019-06-25,0.020627263418741475,0.01895226792396967,-0.08120299143753318
2019-06-26,0.01905367643872217,0.017724693563237626,-0.06974941973842362
2019-06-27,0.017568310388977867,0.019125481372058016,0.08863521582912708
2019-06-28,0.01911482109421956,0.019072005195686057,-0.0022399319524078866
2019-06-29,0.01921138521826612,0.024157025680576545,0.2574327882201917
2019-06-30,0.02396490833315685,0.02199645247306986,-0.08213909407546179
2019-07-01,0.022048359004856223,0.02222934349213539,0.008208524146368653
2019-07-02,0.022293032138230903,0.020002430512383425,-0.10274966687547474
2019-07-03,0.020040196561155316,0.01931406469164184,-0.03623376982843401
2019-07-04,0.01934874632513142,0.017966255210078223,-0.07145119853359831
2019-07-05,0.018028808515814253,0.01809252448679107,0.003534119901541426
2019-07-06,0.018180806534512064,0.017631906982911758,-0.030191155192061836
2019-07-07,0.01765603354781589,0.017758841720423777,0.005822835141848911
2019-07-08,0.01767792057455673,0.01673503848929397,-0.053336707860302195
2019-07-09,0.016628663248668712,0.01623441366798662,-0.023709036305949338
2019-07-10,0.016229296563522084,0.016090949504698034,-0.00852452589565756
2019-07-11,0.016072970596853964,0.014426904783965524,-0.10241204654543654
2019-07-12,0.014397647108751247,0.015816428081808272,0.0985425578457646
2019-07-13,0.015728310160336507,0.0166250597194412,0.05701499715882421
2019-07-14,0.016733876024436066,0.014274167518556235,-0.14698976509016676
2019-07-15,0.014299882037974746,0.013810128617211056,-0.0342487734838023
2019-07-16,0.013823765707144903,0.011964585994407648,-0.13449155260034001
2019-07-17,0.012080839326880139,0.013231329561861377,0.09523264103193323
2019-07-18,0.013231329561861377,0.013231329561861377,0.0
2019-07-19,0.013645884686605913,0.013458129001243982,-0.013759143483472553
2019-07-20,0.013435031455011336,0.013991055986496906,0.04138617265969776
2019-07-21,0.013941898676386507,0.01351013486297751,-0.030968795816905325
2019-07-22,0.013492696117050163,0.012702777134501339,-0.058544191294031746
2019-07-23,0.012757584439154264,0.011498659403558419,-0.09868051758545152
2019-07-24,0.011416031700710096,0.011994378749947587,0.05066095333297967
2019-07-25,0.011915143023849764,0.012161061566124013,0.02063915991457343
2019-07-26,0.012185742255739837,0.012732343171080721,0.04485577520593129
2019-07-27,0.012728883812402926,0.011958622586669939,-0.06051286484227712
2019-07-28,0.011929375343347853,0.011740483091947269,-0.01583421142884195
2019-07-29,0.01175889237778656,0.011358307665918596,-0.0340665344148144
2019-07-30,0.011305661306297801,0.011533331360826425,0.02013770343551692
2019-07-31,0.011499622824106605,0.011361762631851527,-0.01198823599379995
2019-08-01,0.011328513562443115,0.010685168128795369,-0.05678992483008529
2019-08-02,0.010622193890711147,0.011081522926306538,0.04324238856128045
