btc weight,eth weight,xrp weight,returns,std,sharpe ratio
0.2,0.25,0.55,1.8686141800962563,0.8986166666234716,2.0794341452819083
0.2,0.3,0.5,1.93519567161591,0.8852079792637972,2.186148020519831
0.2,0.35,0.45,2.001777163135564,0.8745065295121677,2.2890362685481946
0.2,0.4,0.4,2.0683586546552175,0.8666126149294396,2.386716531726953
0.2,0.45,0.35,2.1349401461748716,0.8616034059464781,2.477868740351163
0.2,0.5,0.3,2.201521637694525,0.8595293389469648,2.5613106358785553
0.2,0.55,0.25,2.268103129214179,0.8604116401298543,2.6360674628621648
0.2,0.6,0.2,2.3346846207338325,0.8642412551016008,2.701426953356173
0.2,0.65,0.15,2.401266112253486,0.8709793075363726,2.756972630091109
0.2,0.7,0.1,2.46784760377314,0.8805590337290242,2.80259188679515
0.2,0.75,0.05,2.5344290952927935,0.892888974170558,2.8384593926105213
0.2,0.8,0.0,2.6010105868124476,0.9078570807661382,2.86500005553458
0.25,0.0,0.75,1.472531971594241,0.9510783576251242,1.5482761854356615
0.25,0.05,0.7,1.5391134631138947,0.9264525194196171,1.661297725303919
0.25,0.1,0.65,1.6056949546335486,0.90397220627811,1.7762658447703992
0.25,0.15,0.6,1.6722764461532023,0.8838011537082174,1.8921410536032135
0.25,0.2,0.55,1.7388579376728561,0.8661007213118711,2.007685590007397
0.25,0.25,0.5,1.8054394291925098,0.8510250820077014,2.1214879177628885
0.25,0.3,0.45,1.8720209207121636,0.8387157871077612,2.232008684572
0.25,0.35,0.4,1.9386024122318173,0.8292960288519853,2.337648251994492
0.25,0.4,0.35,2.005183903751471,0.822865047248854,2.436832030301386
0.25,0.45,0.3,2.071765395271125,0.8194932086883633,2.528105630780127
0.25,0.5,0.25,2.1383468867907784,0.8192182876237228,2.610228456927402
0.25,0.55,0.2,2.2049283783104325,0.8220433912247241,2.6822530317109083
0.25,0.6,0.15,2.271509869830086,0.8279367861882029,2.7435788670389343
0.25,0.65,0.1,2.3380913613497394,0.8368336497652085,2.7939738823907723
0.25,0.7,0.05,2.404672852869393,0.8486395250183518,2.8335621685984895
0.25,0.75,0.0,2.471254344389047,0.8632350665118355,2.862782618846688
0.3,0.0,0.7,1.4093572206904945,0.9008056047595464,1.5645520112707298
0.3,0.05,0.65,1.4759387122101482,0.8765467439224365,1.6838106152850536
0.3,0.1,0.6,1.5425202037298023,0.8545787860602109,1.8050064299409385
0.3,0.15,0.55,1.6091016952494557,0.8350825465039767,1.9268774110845257
0.3,0.2,0.5,1.6756831867691095,0.8182347266862329,2.0479247972711394
0.3,0.25,0.45,1.7422646782887632,0.8042017949640045,2.1664521133862253
0.3,0.3,0.4,1.808846169808417,0.7931331771396679,2.2806335959009894
0.3,0.35,0.35,1.875427661328071,0.7851542504019866,2.3886104677748117
0.3,0.4,0.3,1.9420091528477246,0.7803597937856949,2.4886073940670577
0.3,0.45,0.25,2.0085906443673784,0.7788086216642081,2.5790554810182935
0.3,0.5,0.2,2.075172135887032,0.7805200709706699,2.6587043857902435
0.3,0.55,0.15,2.1417536274066857,0.7854728154340672,2.726706240270215
0.3,0.6,0.1,2.2083351189263394,0.7936061724634491,2.7826586984214114
0.3,0.65,0.05,2.274916610445993,0.8048237202931807,2.8266023392268904
0.3,0.7,0.0,2.3414981019656467,0.8189987393820157,2.8589764420546597
0.35,0.0,0.65,1.3461824697867484,0.8509503469262453,1.5819753463281996
0.35,0.05,0.6,1.412763961306402,0.8271149726413318,1.7080623710568827
0.35,0.1,0.55,1.479345452826056,0.8057351386090531,1.836019532894968
0.35,0.15,0.5,1.5459269443457093,0.7870109909013555,1.964301594537041
0.35,0.2,0.45,1.6125084358653632,0.7711360039565146,2.0910817645551076
0.35,0.25,0.4,1.6790899273850168,0.7582891427317252,2.214313555032742
0.35,0.3,0.35,1.7456714189046707,0.7486263166359518,2.331832825152432
0.35,0.35,0.3,1.8122529104243246,0.7422718845027844,2.441494751802803
0.35,0.4,0.25,1.8788344019439782,0.7393111589006499,2.5413310475900173
0.35,0.45,0.2,1.945415893463632,0.7397848872577987,2.6297048330830495
0.35,0.5,0.15,2.0119973849832857,0.7436865063609467,2.705437530161085
0.35,0.55,0.1,2.0785788765029394,0.7509625893877616,2.7678860516840733
0.35,0.6,0.05,2.145160368022593,0.7615164162149742,2.8169587974017087
0.35,0.65,0.0,2.2117418595422467,0.7752141280047268,2.8530721766319007
0.4,0.0,0.6,1.2830077188830018,0.8015904867486627,1.6005775269202847
0.4,0.05,0.55,1.3495892104026554,0.7782475324717019,1.7341387593178503
0.4,0.1,0.5,1.4161707019223093,0.7575476128527712,1.8694147772300367
0.4,0.15,0.45,1.482752193441963,0.7397126470920151,2.0044975562754153
0.4,0.2,0.4,1.5493336849616168,0.7249541126065324,2.137147245625069
0.4,0.25,0.35,1.6159151764812705,0.7134629500476382,2.2648901058889956
0.4,0.3,0.3,1.6824966680009241,0.7053988569487031,2.385170675323728
0.4,0.35,0.25,1.749078159520578,0.7008801354487798,2.4955453451404037
0.4,0.4,0.2,1.8156596510402316,0.6999754508103607,2.593890469927545
0.4,0.45,0.15,1.8822411425598855,0.7026987617720272,2.6785889558327285
0.4,0.5,0.1,1.9488226340795392,0.709008264016025,2.7486599705352543
0.4,0.55,0.05,2.015404125599193,0.7188095280937777,2.803808306414461
0.4,0.6,0.0,2.0819856171188467,0.7319622992354772,2.8443891431204134
0.45,0.0,0.55,1.2198329679792554,0.7528234747285683,1.6203439570200282
0.45,0.05,0.5,1.286414459498909,0.7300577550944107,1.7620721792518328
0.45,0.1,0.45,1.352995951018563,0.7101497856317994,1.905226162695863
0.45,0.15,0.4,1.4195774425382166,0.6933457729593476,2.0474307306715915
0.45,0.2,0.35,1.4861589340578705,0.679875910969498,2.185926740570377
0.45,0.25,0.3,1.5527404255775241,0.669941339477509,2.317725947153097
0.45,0.3,0.25,1.6193219170971778,0.6637008309121948,2.439837109848983
0.45,0.35,0.2,1.6859034086168316,0.6612589796399452,2.5495357500246034
0.45,0.4,0.15,1.7524849001364853,0.6626577804143627,2.64463038378671
0.45,0.45,0.1,1.8190663916561391,0.6678731019596634,2.723670688815976
0.45,0.5,0.05,1.8856478831757928,0.6768167235574641,2.7860539161392257
0.45,0.55,0.0,1.9522293746954467,0.6893435463114189,2.8320122602750883
0.5,0.0,0.5,1.1566582170755089,0.7047723887207902,1.6411798129250241
0.5,0.05,0.45,1.2232397085951627,0.6826891605211441,1.7917960022411645
0.5,0.1,0.4,1.2898212001148164,0.6637108636079608,1.943348031254593
0.5,0.15,0.35,1.3564026916344702,0.6481103159475942,2.0928577408173026
0.5,0.2,0.3,1.422984183154124,0.6361360730161908,2.236917922932986
0.5,0.25,0.25,1.4895656746737775,0.6279956016848647,2.3719364764297484
0.5,0.3,0.2,1.5561471661934314,0.6238390005978424,2.4944691894898074
0.5,0.35,0.15,1.622728657713085,0.6237459195751095,2.6015860092815903
0.5,0.4,0.1,1.689310149232739,0.627718166293272,2.691192066669435
0.5,0.45,0.05,1.7558916407523926,0.6356795348215024,2.76222773357875
0.5,0.5,0.0,1.8224731322720462,0.6474828926508253,2.814704686344308
0.55,0.0,0.45,1.0934834661717625,0.6575941878152498,1.6628545179279706
0.55,0.05,0.4,1.1600649576914162,0.6363251638565102,1.8230694361680282
0.55,0.1,0.35,1.22664644921107,0.6184468959045196,1.9834305214144834
0.55,0.15,0.3,1.2932279407307237,0.6042604260905736,2.140183081486259
0.55,0.2,0.25,1.3598094322503775,0.5940303128735875,2.289124650343814
0.55,0.25,0.2,1.4263909237700312,0.5879631053684642,2.4259871252910363
0.55,0.3,0.15,1.4929724152896848,0.586188079480185,2.5469170519700954
0.55,0.35,0.1,1.5595539068093387,0.5887440584524931,2.6489505659022834
0.55,0.4,0.05,1.6261353983289923,0.5955752838977304,2.7303607827490457
0.55,0.45,-0.0,1.6927168898486462,0.6065373210321988,2.790787691296553
0.6,0.0,0.4,1.0303087152680162,0.6114909418282202,1.6849124734172272
0.6,0.05,0.35,1.0968902067876698,0.5912021638706516,1.8553555345708395
0.6,0.1,0.3,1.1634716983073237,0.5746356026048357,2.0247121706926636
0.6,0.15,0.25,1.2300531898269773,0.5621204529146837,2.188237740592708
0.6,0.2,0.2,1.2966346813466312,0.5539313874274506,2.340785719632928
0.6,0.25,0.15,1.3632161728662846,0.550261584119677,2.4773965913815226
0.6,0.3,0.1,1.4297976643859385,0.5512013157883398,2.593966348467459
0.6,0.35,0.05,1.4963791559055923,0.5567272408316325,2.6878137913106586
0.6,0.4,0.0,1.562960647425246,0.5667052156364124,2.75797822977513
0.65,0.0,0.35,0.9671339643642697,0.5667250551827627,1.706531157427616
0.65,0.05,0.3,1.0337154558839234,0.5476270109463586,1.887626861387921
0.65,0.1,0.25,1.100296947403577,0.5326355683321248,2.0657594288135996
0.65,0.15,0.2,1.1668784389232307,0.5221045917967324,2.234951496801859
0.65,0.2,0.15,1.2334599304428846,0.5163070902924775,2.38900443870363
0.65,0.25,0.1,1.3000414219625385,0.515402821864259,2.522379325088229
0.65,0.3,0.05,1.366622913482192,0.5194173434467725,2.6310690829333794
0.65,0.35,0.0,1.4332044050018458,0.5282385210766709,2.713176619684319
0.7,0.0,0.3,0.9039592134605233,0.5236396323333667,1.7263002218385033
0.7,0.05,0.25,0.9705407049801771,0.5059997508053949,1.91806557895607
0.7,0.1,0.2,1.0371221964998307,0.49291001376349086,2.104080192206168
0.7,0.15,0.15,1.1037036880194846,0.48473917327758076,2.2769021957865583
0.7,0.2,0.1,1.1702851795391382,0.48173758535082656,2.429300131703187
0.7,0.25,0.05,1.2368666710587919,0.4840014325988737,2.5555020868788856
0.7,0.3,0.0,1.3034481625784455,0.4914579564562812,2.6522068580944764
0.75,0.0,0.25,0.8407844625567769,0.4826848879682453,1.7418910007642294
0.75,0.05,0.2,0.9073659540764305,0.4668417426243891,1.943626439605847
0.75,0.1,0.15,0.9739474455960843,0.4560536973082665,2.1355981792156173
0.75,0.15,0.1,1.040528937115738,0.4506839109495792,2.3087776417919397
0.75,0.2,0.05,1.1071104286353917,0.4509259927497874,2.455193194528735
0.75,0.25,0.0,1.1736919201550455,0.4567710201777901,2.5695411230296674
0.8,0.0,0.2,0.7776097116530303,0.44445021964218634,1.7495991165873666
0.8,0.05,0.15,0.8441912031726841,0.4308268070146137,1.9594676780269364
0.8,0.1,0.1,0.9107726946923378,0.422817606224163,2.154055747171224
0.8,0.15,0.05,0.9773541862119915,0.4207433531407957,2.322922463102903
0.8,0.2,-0.0,1.0439356777316453,0.42469101812905574,2.4581063247596457
0.85,0.0,0.15,0.7144349607492839,0.40969788204411567,1.7438092605818123
0.85,0.05,0.1,0.7810164522689377,0.39880737552434276,1.958380160953832
0.85,0.1,0.05,0.8475979437885914,0.39411868971427755,2.150615958870336
0.85,0.15,0.0,0.9141794353082451,0.3958522590309274,2.309395524345919
0.9,0.0,0.1,0.6512602098455375,0.37938604548303645,1.7166161423158022
0.9,0.05,0.05,0.7178417013651912,0.3718171163989055,1.9306311347836171
0.9,0.1,-0.0,0.784423192884845,0.37101134103345507,2.1142835976383574
0.95,0.0,0.05,0.5880854589417911,0.3546551121969839,1.65818971365949
0.95,0.05,0.0,0.6546669504614449,0.3510180529063378,1.8650520821962673
1.0,0.0,0.0,0.5249107080380446,0.3367369683477448,1.5588152100246229
