date,close
2014-12-31,1183.900024
2015-01-02,1186.0
2015-01-05,1203.900024
2015-01-06,1219.300049
2015-01-07,1210.599976
2015-01-08,1208.400024
2015-01-09,1216.0
2015-01-12,1232.699951
2015-01-13,1234.300049
2015-01-14,1234.400024
2015-01-15,1264.699951
2015-01-16,1276.900024
2015-01-20,1294.199951
2015-01-21,1293.699951
2015-01-22,1300.699951
2015-01-23,1292.599976
2015-01-26,1279.400024
2015-01-27,1291.699951
2015-01-28,1285.900024
2015-01-29,1254.599976
2015-01-30,1278.5
2015-02-02,1276.199951
2015-02-03,1259.699951
2015-02-04,1263.800049
2015-02-05,1262.0
2015-02-06,1233.900024
2015-02-09,1240.800049
2015-02-10,1231.599976
2015-02-11,1219.0
2015-02-12,1220.099976
2015-02-13,1226.5
2015-02-17,1208.099976
2015-02-18,1199.699951
2015-02-19,1207.099976
2015-02-20,1204.400024
2015-02-23,1200.300049
2015-02-24,1196.900024
2015-02-25,1201.0
2015-02-26,1209.599976
2015-02-27,1212.599976
2015-03-02,1207.699951
2015-03-03,1204.0
2015-03-04,1200.599976
2015-03-05,1195.900024
2015-03-06,1164.099976
2015-03-09,1166.400024
2015-03-10,1160.099976
2015-03-11,1150.699951
2015-03-12,1152.099976
2015-03-13,1152.599976
2015-03-16,1153.300049
2015-03-17,1148.300049
2015-03-18,1151.400024
2015-03-19,1169.099976
2015-03-20,1184.800049
2015-03-23,1188.0
2015-03-24,1191.699951
2015-03-25,1197.300049
2015-03-26,1205.099976
2015-03-27,1199.800049
2015-03-30,1184.800049
2015-03-31,1183.099976
2015-04-01,1208.099976
2015-04-02,1200.900024
2015-04-06,1218.599976
2015-04-07,1210.599976
2015-04-08,1203.099976
2015-04-09,1193.599976
2015-04-10,1204.599976
2015-04-13,1199.300049
2015-04-14,1192.800049
2015-04-15,1201.5
2015-04-16,1198.0
2015-04-17,1202.900024
2015-04-20,1193.5
2015-04-21,1202.900024
2015-04-22,1186.900024
2015-04-23,1194.400024
2015-04-24,1175.199951
2015-04-27,1203.300049
2015-04-28,1214.0
2015-04-29,1209.800049
2015-04-30,1182.400024
2015-05-01,1174.5
2015-05-04,1186.800049
2015-05-05,1193.199951
2015-05-06,1190.300049
2015-05-07,1182.400024
2015-05-08,1189.099976
2015-05-11,1183.199951
2015-05-12,1192.599976
2015-05-13,1218.400024
2015-05-14,1225.400024
2015-05-15,1225.5
2015-05-18,1227.800049
2015-05-19,1206.900024
2015-05-20,1208.900024
2015-05-21,1204.400024
2015-05-22,1204.300049
2015-05-26,1187.199951
2015-05-27,1185.900024
2015-05-28,1188.099976
2015-05-29,1189.400024
